gene,meth_shift,rna_shift,meth_z,rna_z,corr_type,anti_score,abs_score,coverage
AT1G06883,-0.1178975609994582,0.9272699066028126,-2.010012739510514,48.11826206270232,anti,96.71831974913712,96.71831974913712,1448.0
AT1G50745,-0.09840606979580713,1.1944680865650288,-3.8703666128003844,20.361964212859185,anti,78.80826646048645,78.80826646048645,1167.0
AT1G66100,-0.2711701251580641,4.039594271585992,-4.641193181442746,16.244130228345696,anti,75.39214645426604,75.39214645426604,1408.0
AT3G55980,-0.09541978342863254,3.772263858440592,-4.701088687339595,15.001371648628904,anti,70.52277855194627,70.52277855194627,2849.0
AT1G11350,-0.09628961418996859,2.36457103586779,-4.510007954281134,12.756615771462394,anti,57.53243859900356,57.53243859900356,4673.0
AT3G23450,-0.1311468070238328,1.9463692778556323,-2.9096848955229477,17.416154251419496,anti,50.675520963453074,50.675520963453074,1814.0
AT3G50950,-0.07535861203356334,1.170000207129328,-5.700114193286196,8.458902692506774,anti,48.21671129718468,48.21671129718468,5332.0
AT1G06840,-0.051386231095059326,1.4722611374227355,-4.201671240536837,11.466041627193635,anti,48.17653734777769,48.17653734777769,7058.0
AT1G08840,-0.05228206436642682,1.2952907231350448,-3.044721630760226,14.273905929075308,anti,43.46007013769223,43.46007013769223,8655.0
AT3G18370,-0.07658107949428372,1.8565530061882565,-3.6988535830323355,11.671588479470097,anti,43.1714968669669,43.1714968669669,7683.0
AT5G02290,-0.060831174270520164,1.6410351637199578,-5.0909459150108285,8.322211026418389,anti,42.36792622880277,42.36792622880277,2236.0
AT4G01090,-0.07311017277197619,0.6633698096733719,-5.149087932797461,7.872233918699011,anti,40.53482467493195,40.53482467493195,3950.0
AT3G55360,-0.05810112031082941,0.7386701598808029,-3.5283132655863434,7.558514367697511,anti,26.668806511672102,26.668806511672102,2708.0
AT5G02310,-0.07888907097532477,0.5970002571025705,-4.821279743580623,5.016374666342293,anti,24.185345565047108,24.185345565047108,8652.0
AT1G36160,-0.10758986768174955,1.1254245504812945,-4.951133088268591,4.691733720973427,anti,23.22939806725705,23.22939806725705,11999.0
AT3G08595,-0.10641117449672038,0.8650521152326245,-1.4716865415045428,15.704371162435855,anti,23.1119116825489,23.1119116825489,121.0
AT3G12360,-0.0825725499663083,0.928901818845222,-4.510656033882581,4.834517377203858,anti,21.806844978394775,21.806844978394775,3342.0
AT2G15790,-0.07132318011932925,1.477457503910995,-4.595605971875363,4.502666422463778,anti,20.692480700437216,20.692480700437216,1926.0
AT2G06530,-0.06301968392025534,1.3694768713527294,-3.7539377982964064,5.167251854321976,anti,19.39754204925646,19.39754204925646,1931.0
AT4G17230,-0.06137365442247028,0.7706459905016295,-2.554490388259791,7.503942805543818,anti,19.16874977081289,19.16874977081289,3343.0
AT2G33060,-0.05678621677843085,1.0217395537655003,-2.051137870568178,9.213807444219428,anti,18.898789380961468,18.898789380961468,2448.0
AT5G22450,-0.07350997002143467,0.8037008024299463,-6.2926387628102916,2.9787415147364578,anti,18.744144320022876,18.744144320022876,7662.0
AT1G05630,-0.06147737278255286,0.5021388697017788,-5.035007599943973,3.706812408639672,anti,18.663828649067373,18.663828649067373,7557.0
AT2G22300,-0.052227201002617796,1.291145911203241,-3.5303857260525513,5.110830898423853,anti,18.043204452063907,18.043204452063907,3858.0
AT4G19990,-0.0523019407988303,0.6885132091783116,-4.367307328865816,4.094601172077672,anti,17.882381707597375,17.882381707597375,2713.0
AT3G18217,-0.06078266412160898,0.8742920326872895,-0.7392551940364195,23.591404894871452,anti,17.440068603149932,17.440068603149932,19.0
AT4G14548,-0.30695070560684645,0.5267541172394572,-7.034914715054506,2.287914438943385,anti,16.095282953308494,16.095282953308494,588.0
AT5G57580,-0.0682462848965539,0.7555457600030901,-3.6932528916559413,3.964295708428643,anti,14.641146588533324,14.641146588533324,3656.0
AT4G03020,-0.07137361053316868,0.7559759063258151,-4.820044960104323,2.9055012614488853,anti,14.004646711823455,14.004646711823455,3961.0
AT5G66730,-0.053715187891067384,0.5563699155733585,-6.332904506928384,2.1913137705013987,anti,13.877380853302538,13.877380853302538,4144.0
AT5G37850,-0.0664408750925799,0.8722196638013523,-4.239987553878698,3.166872827542946,anti,13.42750137349873,13.42750137349873,2588.0
AT1G49730,-0.05147176237327897,1.8616443269243694,-2.5635992202584674,5.14415849216929,anti,13.187560699411167,13.187560699411167,2843.0
AT4G12040,-0.06506460330114255,0.5576805866325241,-4.007005380951371,3.171540821031693,anti,12.708381135780924,12.708381135780924,2503.0
AT2G03730,-0.07143974530210745,0.7785261794440246,-5.739437097830667,2.161982437547549,anti,12.408562206918775,12.408562206918775,2909.0
AT4G18970,-0.056155954883201534,0.8694902055241267,-3.4471187702479997,3.4702458863327523,anti,11.962349732153537,11.962349732153537,2779.0
AT5G35460,-0.07356498813702816,0.5019833021037368,-4.05642797745495,2.4157253662630143,anti,9.799215961556898,9.799215961556898,4181.0
AT2G11225,-0.10461266829046345,0.8499966313255176,-6.967608700288386,1.2827146635642954,anti,8.937453849838075,8.937453849838075,4671.0
AT1G48090,-0.07252066889666647,0.5719820856862832,-5.300488526141931,1.5801433976869907,anti,8.37553194909882,8.37553194909882,25236.0
AT4G29220,-0.051801849355505775,0.7694172067921614,-2.9883454648398615,2.735908181129791,anti,8.175838805297484,8.175838805297484,3773.0
AT3G26650,0.0894328191107662,-1.534814600647596,3.06223064966169,-1.793257550524807,anti,5.49136823395431,5.49136823395431,2623.0
AT5G35200,-0.06995272817143156,0.5098727951422257,-2.284329444805717,2.250254533471776,anti,5.140322689117131,5.140322689117131,3371.0
AT5G44530,0.05777247947611153,-0.5162551173699342,3.4751537493786127,-1.3996736839672697,anti,4.864081250745432,4.864081250745432,4853.0
AT2G14255,-0.05890004802292079,0.5014592351529057,-3.35846141156873,1.2184090502630327,anti,4.0919797788145,4.0919797788145,5090.0
AT2G27050,-0.0544650074261081,0.5981858978135113,-1.666540931737935,1.1351178265398967,anti,1.891720320274139,1.891720320274139,3047.0
