gene,meth_shift,rna_shift,meth_z,rna_z,corr_type,anti_score,abs_score,coverage
AT1G52827,0.0560914184609448,1.516021884480362,5.713158964904518,28.12058057900357,positive,-160.65734703325413,160.65734703325413,481.0
AT4G30090,0.057720266473353266,0.5400175960875051,5.502782782086797,10.47235200088897,positive,-57.62707827844404,57.62707827844404,1028.0
AT5G07570,0.05450770640869268,2.2529479711137763,2.4410654476469023,20.64383725312471,positive,-50.39295782544866,50.39295782544866,2413.0
AT1G32370,0.05852323580737327,0.9093074717705447,7.424367835468832,4.182422773566217,positive,-31.051845114397366,31.051845114397366,1001.0
AT5G16260,0.06977468653218741,0.6436565674461003,6.6216280297499965,4.033276115555447,positive,-26.706854178483134,26.706854178483134,2450.0
AT5G08630,0.052611781993489204,0.7292247545920294,6.990249664083112,3.7932254901070652,positive,-26.51559320801241,26.51559320801241,2660.0
AT1G30420,0.0624351001230109,1.3500041648040444,3.8370939129652064,5.225052978317895,positive,-20.049018978024318,20.049018978024318,3984.0
AT5G24940,0.057186328773534745,0.7420165423324008,7.097745640760606,2.5418720958225713,positive,-18.041561587495682,18.041561587495682,1186.0
AT4G37820,0.06572227305595386,0.630235073892643,4.206547682390944,3.7059979514883925,positive,-15.589457093779085,15.589457093779085,893.0
AT4G20170,0.06211902680508563,0.5985757431255779,2.7994734554598577,5.020402080106837,positive,-14.054482358994546,14.054482358994546,2616.0
AT1G49730,0.05140895400685322,2.1604968153956468,2.308883842417969,5.969957783817711,positive,-13.7839390669741,13.7839390669741,1534.0
AT5G48545,0.054262208942082585,0.7516903463179663,4.082730800786245,2.991354508513753,positive,-12.2128951879799,12.2128951879799,1412.0
AT2G44970,0.050956896295519694,0.5779940423452194,3.582353399280746,3.2823671362064757,positive,-11.758599068076675,11.758599068076675,2095.0
AT5G24620,0.06025331937562345,0.6138778373164351,2.2323372993442594,3.263173893764925,positive,-7.284504797297884,7.284504797297884,1348.0
AT5G25265,0.0691903809529317,0.5740551528778985,4.083304425840147,1.633842074433751,positive,-6.671474573659182,6.671474573659182,1097.0
