gene,meth_shift,rna_shift,meth_z,rna_z,corr_type,anti_score,abs_score,coverage
AT2G26211,-0.1695357391159249,0.6082927629014498,-4.524651331937457,3.574817445055651,anti,16.174802514204305,16.174802514204305,31.0
AT5G64390,0.06095515655154091,-0.5229590590190193,11.480808909703105,-1.2220311341011554,anti,14.029905932323135,14.029905932323135,2067.0
AT2G10940,-0.19748389664631322,2.9727917897868816,-2.8556579096512316,4.780470568199471,anti,13.651388589933736,13.651388589933736,481.0
AT5G15780,-0.0860995311098394,1.123568459632096,-2.4767957047469156,5.453769924713216,anti,13.507873924207601,13.507873924207601,412.0
AT5G50920,0.06462266577077802,-0.5062298167135402,4.038309799705224,-3.0922662301464507,anti,12.487529020497941,12.487529020497941,2225.0
AT2G34430,-0.07131613575340631,1.1689392550262294,-2.9602861453310245,3.695425842120981,anti,10.939517921528974,10.939517921528974,732.0
AT4G24520,0.063071298103716,-0.690326830964977,5.69555134952477,-1.8546816065899268,anti,10.563434327352025,10.563434327352025,1411.0
AT2G07698,-0.12069425329831535,0.538091429471896,-3.2410468364908387,2.6247307240539226,anti,8.506875209835274,8.506875209835274,582.0
AT1G32700,0.07442962367737105,-0.6769318959592558,7.523675919703171,-0.9258258821176761,anti,6.965613895126707,6.965613895126707,590.0
AT2G21520,0.06158993064663551,-0.6764622310917517,6.407888985814345,-1.0216528913685146,anti,6.546638309925684,6.546638309925684,911.0
AT5G16880,0.0632175739189337,-0.6132351507591619,2.6773623935883646,-1.017672238986312,anti,2.7246773816608223,2.7246773816608223,1181.0
