gene,meth_shift,rna_shift,meth_z,rna_z,corr_type,anti_score,abs_score,coverage
AT3G60290,-0.061647575699635665,1.9497223986681094,-2.7060050804369125,26.740546321625246,anti,72.3600541999765,72.3600541999765,1734.0
AT2G10940,-0.38716065668990673,4.607038248055497,-5.5984230124969905,7.408460567962426,anti,41.47569613085737,41.47569613085737,2055.0
AT5G15780,-0.10971845815253341,2.6464764740536206,-3.156233284673411,12.845922895860548,anti,40.544729416263316,40.544729416263316,1880.0
AT5G10965,-0.07901752763703507,0.7299313841832966,-3.531362714728655,8.746246543121245,anti,30.886168936202754,30.886168936202754,3560.0
AT1G29500,-0.06632274131852958,0.700457385430143,-2.48374059911277,11.59002139518746,anti,28.786606683812725,28.786606683812725,923.0
AT3G26290,-0.06503849275772276,1.1415524040168668,-2.053757074924304,11.672448948611459,anti,23.97237460990354,23.97237460990354,2542.0
AT2G01590,-0.051469124404106746,1.0619450930786873,-3.6851051467773166,5.977653478981866,anti,22.028281601047407,22.028281601047407,2120.0
AT5G51460,-0.05331477362154849,2.144260483291538,-2.5025453766759163,8.387002246123828,anti,20.98885369520771,20.98885369520771,3978.0
AT1G45191,-0.05160866201420848,0.8300979242093287,-3.42074748551617,5.894635289140301,anti,20.164058843361566,20.164058843361566,4242.0
AT5G42270,-0.06756601775675364,0.806489118074432,-4.185066235090952,4.520615495227867,anti,18.919075270907108,18.919075270907108,3473.0
AT5G39830,-0.06300686867773042,0.5895080192083163,-3.888279153962273,3.9306875789262743,anti,15.28361057387747,15.28361057387747,3415.0
AT1G50055,-0.06963347598003006,0.575049008673793,-4.294352757580181,3.427042792814795,anti,14.716930667669498,14.716930667669498,1474.0
AT5G40890,-0.05491301326381068,2.287423292117854,-3.08585044610839,4.308958768729371,anti,13.29680233874619,13.29680233874619,3897.0
AT1G79270,-0.054209726861833785,0.6681286248293568,-2.3021482780531533,5.731684436818363,anti,13.195187456565453,13.195187456565453,4725.0
AT5G46630,-0.06630440903962397,0.5441768204450239,-4.423654928776988,2.8950181866562508,anti,12.806561470300942,12.806561470300942,4977.0
AT5G48790,-0.06238350986686261,1.5462546134634279,-2.704943933854755,4.6182956920440725,anti,12.492230916942162,12.492230916942162,2346.0
AT2G34430,-0.05208822804531147,1.755207277850861,-2.1621482738569933,5.548824119781442,anti,11.997380492521495,11.997380492521495,3168.0
AT4G17090,-0.05568242109333122,1.1794700797745945,-1.5808721861150015,7.382970811436906,anti,11.67153320669951,11.67153320669951,3861.0
AT5G43270,-0.05603084674928105,1.7151796557978232,-1.878087482892838,5.663621665745217,anti,10.636776958276776,10.636776958276776,2811.0
AT5G46030,-0.07078901053313291,0.5075723586081367,-2.9511016797836955,3.2335060929130193,anti,9.542405262386426,9.542405262386426,1823.0
AT5G35490,-0.0769052002249272,0.7926438772094373,-1.5993509385393523,5.887727065823277,anti,9.416541808588006,9.416541808588006,737.0
AT1G11860,-0.06159552476790027,0.8220965371843811,-3.6068420209865497,2.570467285795825,anti,9.271269419979625,9.271269419979625,3017.0
AT1G29910,-0.10707624794750455,1.3829087133390976,-3.637162253837718,2.1395482995657824,anti,7.781884315443338,7.781884315443338,2717.0
AT1G29460,-0.05257384921889133,0.7985173195139994,-1.308309496572095,5.779647131742706,anti,7.561567229294653,7.561567229294653,960.0
AT5G45430,-0.050453453389452535,1.4008253879891828,-3.446133962627649,2.1505922795200183,anti,7.411229094218749,7.411229094218749,6863.0
AT3G13750,-0.06322855995127695,2.7194919622862805,-2.708347699759929,1.5959321028922997,anti,4.322339039841387,4.322339039841387,3642.0
AT3G61470,-0.055928663349259666,1.1907317020676587,-1.24663158468791,2.0571406322925223,anti,2.5644964863607163,2.5644964863607163,3438.0
