gene,meth_shift,rna_shift,meth_z,rna_z,corr_type,anti_score,abs_score,coverage
AT5G24800,-0.17390056999271647,2.8680568946382157,-10.154249152710369,63.66128670080037,anti,646.432566542054,646.432566542054,336.0
AT4G08290,-0.0690750788689553,3.2802709092215045,-4.466756282881204,111.2182565589319,anti,496.78484625570275,496.78484625570275,660.0
AT5G05160,-0.08987313019678632,0.5476487562550034,-12.507580120492904,30.585201815087753,anti,382.54686220365505,382.54686220365505,1098.0
AT5G23660,-0.08018371345494646,1.190522609682747,-3.7077718223893674,70.95230687715734,anti,263.0749641726473,263.0749641726473,670.0
AT1G66173,-0.13903551917638673,0.8706177053089104,-6.204527403345742,36.99795609950361,anti,229.5548324871529,229.5548324871529,261.0
AT3G62930,-0.1793284241454821,0.6524112229349506,-7.731242468592611,27.6926068040323,anti,214.09825778937122,214.09825778937122,144.0
AT4G12030,-0.062191563106586106,1.1339325326764227,-5.520830296462219,38.733615897755776,anti,213.84172013986074,213.84172013986074,849.0
AT5G07690,-0.051773933451864956,1.147567922683517,-4.476837448288764,44.71262729912555,anti,200.17116430410377,200.17116430410377,663.0
AT3G28960,-0.057465093446859655,0.5739652760344911,-3.669914664185118,41.46945388973615,anti,152.1893569456913,152.1893569456913,1058.0
AT2G14750,-0.08545511288395555,1.6195818716123676,-6.14874805847261,24.697896048092417,anti,151.8611403740666,151.8611403740666,537.0
AT1G74090,-0.08178967892069848,0.776645975390943,-5.355269243017969,25.861827269337184,anti,138.4970481437248,138.4970481437248,582.0
AT5G23050,-0.0552013672541814,1.9109749943604908,-5.672135042616832,24.401889992261985,anti,138.41081533119018,138.41081533119018,1379.0
AT2G40530,-0.08273792305888335,0.6585447422535132,-2.1545129256376367,62.84542542612739,anti,135.40128139778764,135.40128139778764,261.0
AT1G09460,-0.09440273175769878,1.149302175182116,-2.8142276505549857,44.43695204934452,anti,125.05569916365138,125.05569916365138,360.0
AT5G08750,-0.05956187685574871,1.274561361078157,-3.6148220206199473,33.30420227674047,anti,120.38876376914243,120.38876376914243,1047.0
AT3G43430,-0.058187935554163406,0.6860905473108637,-2.0653489671003697,33.853618019356176,anti,69.91953500888775,69.91953500888775,647.0
AT2G03710,-0.05508665124851585,0.6499051574762997,-5.151375763642566,11.047464952066528,anti,56.909643203766194,56.909643203766194,304.0
AT3G44440,-0.38131024532779234,1.3149349333446716,-4.096499523830105,10.85285517356251,anti,44.45871605069592,44.45871605069592,98.0
AT4G17770,-0.05253201478616351,0.9087383849406176,-3.286340864908843,11.001182286069872,anti,36.153634909022706,36.153634909022706,1379.0
AT5G35670,-0.12913192403967444,0.6193482450521927,-5.404217466893065,6.53241809812597,anti,35.30260798694074,35.30260798694074,721.0
AT2G14170,-0.058197567173411346,1.1467378328397457,-3.639502920438749,9.226949600807012,anti,33.58151001887827,33.58151001887827,1484.0
AT1G31500,-0.09893699843411478,0.7189645069233531,-4.953717041201116,5.671908781987736,anti,28.09703118947091,28.09703118947091,1081.0
AT2G44210,0.08157124975513023,-0.5569867977102343,11.695225858711705,-1.6833014973947173,anti,19.68659120033883,19.68659120033883,450.0
AT2G24060,0.05132285506567904,-0.640137708010704,7.395971332662843,-2.4325564571138267,anti,17.991117821897753,17.991117821897753,751.0
AT5G18630,0.05902388275958473,-0.8672082781008252,6.99845091661568,-2.0287207229504123,anti,14.197902403089538,14.197902403089538,1061.0
AT2G41900,-0.06323726939147746,0.7014158505008901,-5.99850774031894,2.0926224947982464,anti,12.552612232612812,12.552612232612812,1499.0
AT1G71980,0.058137447578800565,-0.5197247419659452,6.886275181404497,-1.16955226497208,anti,8.05385873563265,8.05385873563265,1157.0
AT5G18500,0.07290457448318055,-0.5059226789711647,4.266906901639684,-1.551780339274201,anti,6.621302239477859,6.621302239477859,1131.0
AT3G25690,0.05709901889071506,-1.4018929978146832,3.9306682459565336,-1.617697420834667,anti,6.3586318836406095,6.3586318836406095,2088.0
AT1G32530,0.05991904071369927,-0.7104259029689997,2.563078050796476,-2.082089499392463,anti,5.336557895686644,5.336557895686644,1099.0
AT5G37370,0.05133082075024267,-0.6361205851862237,4.062481037850295,-1.0035542871776617,anti,4.076920262112621,4.076920262112621,1279.0
AT5G48790,0.053698655454080896,-0.5066718531124502,2.3283693501161715,-1.5716952066754455,anti,3.659486946947609,3.659486946947609,697.0
AT3G61470,0.057364547610022854,-0.9471268877452657,1.1491471835826652,-1.6036692856533923,anti,1.8428520430066204,1.8428520430066204,1056.0
AT2G10940,0.07821361262115265,-0.8729157301830162,0.8065879528462817,-1.0483924579752213,anti,0.8456207264577151,0.8456207264577151,697.0
